"Product ID","Product Name","Product Main image","Product Details Page Link","Product Price(Unit price)",Commission,"Promotion Link(Valid for 15 days)"
916961,"Wltoys A959 RC Car 1/18 2.4G 4WD Vehicles Models Off Road Truck RTR Toy",https://imgaz1.staticbg.com/thumb/gallery/upload/2012/chenjianwei/SKU119916.21.jpg,https://www.banggood.com/Wltoys-A959-RC-Car-1-or-18-2_4G-4WD-Vehicles-Models-Off-Road-Truck-RTR-Toy-reviews-p916961.html,US$98.16,US$6.87,https://www.banggood.com/Wltoys-A959-RC-Car-1-or-18-2_4G-4WD-Vehicles-Models-Off-Road-Truck-RTR-Toy-p-916961.html?p=4T181370308054202203&custlinkid=1794843
980187,"Wltoys K989 1/28 2.4G 4WD Alloy Chassis Brushed RC Car Vehicles RTR Model",https://imgaz.staticbg.com/thumb/gallery/2014/xuzijiao/06/SKU240579/SKU240579.jpg,https://www.banggood.com/Wltoys-K989-1-or-28-2_4G-4WD-Alloy-Chassis-Brushed-RC-Car-Vehicles-RTR-Model-reviews-p980187.html,US$71.13,US$4.98,https://www.banggood.com/Wltoys-K989-1-or-28-2_4G-4WD-Alloy-Chassis-Brushed-RC-Car-Vehicles-RTR-Model-p-980187.html?p=4T181370308054202203&custlinkid=1794844
1044138,"WLtoys A959-B 1/18 4WD Truck Off Road RC Car 70km/h 7.4V 1400MAH",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/A3/F5/48912d62-0ee5-4b56-801a-a1c61503bd2d.jpg,https://www.banggood.com/WLtoys-A959-B-1-or-18-4WD-Truck-Off-Road-RC-Car-70km-or-h-7_4V-1400MAH-reviews-p1044138.html,US$78.99,US$5.53,https://www.banggood.com/WLtoys-A959-B-1-or-18-4WD-Truck-Off-Road-RC-Car-70km-or-h-7_4V-1400MAH-p-1044138.html?p=4T181370308054202203&custlinkid=1794845
1046285,"WLtoys 12427 2.4G 1/12 4WD Crawler RC Car With LED Light 7.4V 1500mAh",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/B3/27/a68358ce-1f4c-47c4-a2d6-baa2bd669a65.jpg,https://www.banggood.com/WLtoys-12427-2_4G-1-or-12-4WD-Crawler-RC-Car-With-LED-Light-7_4V-1500mAh-reviews-p1046285.html,US$128.19,US$8.97,https://www.banggood.com/WLtoys-12427-2_4G-1-or-12-4WD-Crawler-RC-Car-With-LED-Light-7_4V-1500mAh-p-1046285.html?p=4T181370308054202203&custlinkid=1794846
1089389,"Banggood 1/32 2.4G Racing Multilayer in Parallel Operate USB Charging Edition Formula RC Car Indoor Toys",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/76/DF/5397efc4-4de7-4b4c-a373-f6a25fb25791.jpg,https://www.banggood.com/Banggood-1-or-32-2_4G-Racing-Multilayer-in-Parallel-Operate-USB-Charging-Edition-Formula-RC-Car-Indoor-Toys-reviews-p1089389.html,US$18.89,US$1.32,https://www.banggood.com/Banggood-1-or-32-2_4G-Racing-Multilayer-in-Parallel-Operate-USB-Charging-Edition-Formula-RC-Car-Indoor-Toys-p-1089389.html?p=4T181370308054202203&custlinkid=1794847
1291833,"WPL C24 1/16 RTR 4WD 2.4G Military Truck Crawler Off Road RC Car 2CH Toy",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/6C/33/10117063-65ec-4a5a-aa94-d5e5d6119cea.jpg,https://www.banggood.com/WPL-C24-1-or-16-RTR-4WD-2_4G-Military-Truck-Crawler-Off-Road-RC-Car-2CH-Toy-reviews-p1291833.html,US$63.51,US$4.45,https://www.banggood.com/WPL-C24-1-or-16-RTR-4WD-2_4G-Military-Truck-Crawler-Off-Road-RC-Car-2CH-Toy-p-1291833.html?p=4T181370308054202203&custlinkid=1794848
1564051,"Wltoys 144001 1/14 2.4G 4WD High Speed Racing RC Car Vehicle Models 60km/h",https://imgaz3.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/2F/1A/17f903df-f084-4163-9680-ded958ba14a7.jpg,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-reviews-p1564051.html,US$93.99,US$6.58,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-p-1564051.html?p=4T181370308054202203&custlinkid=1794849
1588753,"Wltoys 144001 1/14 2.4G 4WD High Speed Racing RC Car Vehicle Models 60km/h 7.4v 1500mah Two or Three Battery",https://imgaz3.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/58/CF/72f73973-140d-4d7b-9630-c305d9926327.jpg,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-7_4v-1500mah-Two-or-Three-Battery-reviews-p1588753.html,"US$110.99 ~ US$122.99",US$7.77,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-7_4v-1500mah-Two-or-Three-Battery-p-1588753.html?p=4T181370308054202203&custlinkid=1794850
1607875,"SG 1602 2.4G 1/16 Brushless RC Car High Speed 45km/h Vehicle Models",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/19/17/08320b92-c6f1-48da-8daf-3c28ffb43bd5.jpg,https://www.banggood.com/SG-1602-2_4G-1-or-16-Brushless-RC-Car-High-Speed-45km-or-h-Vehicle-Models-reviews-p1607875.html,US$87.99,US$6.16,https://www.banggood.com/SG-1602-2_4G-1-or-16-Brushless-RC-Car-High-Speed-45km-or-h-Vehicle-Models-p-1607875.html?p=4T181370308054202203&custlinkid=1794851
1611391,"Eachine EAT04 1/12 2.4G 4WD RC Car Metal Body Shell Desert Off-road Truck 7.4V 1500mAH RTR Toy Black",https://imgaz2.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/E7/18/72c3f376-3597-4fb4-b93b-d7d5a40813ba.JPG,https://www.banggood.com/Eachine-EAT04-1-or-12-2_4G-4WD-RC-Car-Metal-Body-Shell-Desert-Off-road-Truck-7_4V-1500mAH-RTR-Toy-Black-reviews-p1611391.html,"US$95.99 ~ US$125.99",US$6.79,https://www.banggood.com/Eachine-EAT04-1-or-12-2_4G-4WD-RC-Car-Metal-Body-Shell-Desert-Off-road-Truck-7_4V-1500mAH-RTR-Toy-Black-p-1611391.html?p=4T181370308054202203&custlinkid=1794852
1653662,"XLF X03 1/10 2.4G 4WD 60km/h Brushless RC Car Model Electric Off-Road RTR Vehicles",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/F7/64/2e4c739a-c5da-4a38-a216-4da2820409c6.jpg,https://www.banggood.com/XLF-X03-1-or-10-2_4G-4WD-60km-or-h-Brushless-RC-Car-Model-Electric-Off-Road-RTR-Vehicles-reviews-p1653662.html,US$165.15,US$11.56,https://www.banggood.com/XLF-X03-1-or-10-2_4G-4WD-60km-or-h-Brushless-RC-Car-Model-Electric-Off-Road-RTR-Vehicles-p-1653662.html?p=4T181370308054202203&custlinkid=1794853
1684268,"Wltoys 144001 1/14 2.4G 4WD High Speed Racing RC Car Vehicle Models 60km/h Two Battery 7.4V 2600mAh",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/81/A7/84208453-221d-4259-a0f2-547bca6774a8.jpg,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-Two-Battery-7_4V-2600mAh-reviews-p1684268.html,"US$145.99 ~ US$157.99",US$10.22,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-Two-Battery-7_4V-2600mAh-p-1684268.html?p=4T181370308054202203&custlinkid=1794854
1684281,"Wltoys 144001 1/14 2.4G 4WD High Speed RC Drift Cars Off Road Fast RC Cars Vehicle Electric Models 60km/h Upgraded Battery 7.4v 2600mah",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/65/49/9ab32f7b-d44e-433e-8444-6e8cd2e0c826.jpg,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-RC-Drift-Cars-Off-Road-Fast-RC-Cars-Vehicle-Electric-Models-60km-or-h-Upgraded-Battery-7_4v-2600mah-reviews-p1684281.html,US$95.99,US$6.72,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-RC-Drift-Cars-Off-Road-Fast-RC-Cars-Vehicle-Electric-Models-60km-or-h-Upgraded-Battery-7_4v-2600mah-p-1684281.html?p=4T181370308054202203&custlinkid=1794855
1694748,"WLtoys 12427 2.4G 1/12 4WD Crawler RC Car With LED Light Two Battery 7.4V 1500mAh",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/84/B4/007e9fda-00c3-4244-9eed-75b3707226f0.jpg,https://www.banggood.com/WLtoys-12427-2_4G-1-or-12-4WD-Crawler-RC-Car-With-LED-Light-Two-Battery-7_4V-1500mAh-reviews-p1694748.html,US$125.49,US$8.78,https://www.banggood.com/WLtoys-12427-2_4G-1-or-12-4WD-Crawler-RC-Car-With-LED-Light-Two-Battery-7_4V-1500mAh-p-1694748.html?p=4T181370308054202203&custlinkid=1794856
1697781,"1/24 2.4G 4WD Drift RC Car On-Road Vehicles RTR Model",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/69/97/3b0f0dae-b37c-486a-957e-f7744bd5194a.jpg,https://www.banggood.com/1-or-24-2_4G-4WD-Drift-RC-Car-On-Road-Vehicles-RTR-Model-reviews-p1697781.html,US$37.79,US$2.65,https://www.banggood.com/1-or-24-2_4G-4WD-Drift-RC-Car-On-Road-Vehicles-RTR-Model-p-1697781.html?p=4T181370308054202203&custlinkid=1794857
1705877,"Wltoys K969 1/28 2.4G 4WD Brushed RC Car Drift Car Two Battery 7.4V 400mAh",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/89/C4/707b4825-5f94-4f39-a0da-1e2e7e8148c2.jpg,https://www.banggood.com/Wltoys-K969-1-or-28-2_4G-4WD-Brushed-RC-Car-Drift-Car-Two-Battery-7_4V-400mAh-reviews-p1705877.html,US$86.59,US$6.06,https://www.banggood.com/Wltoys-K969-1-or-28-2_4G-4WD-Brushed-RC-Car-Drift-Car-Two-Battery-7_4V-400mAh-p-1705877.html?p=4T181370308054202203&custlinkid=1794858
1710589,"WPL C24 1/16 2.4G 4WD Crawler Truck RC Car Full Proportional Control RTR",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/04/BC/915e1f10-1bbb-41d6-8681-f265826760ee.jpg,https://www.banggood.com/WPL-C24-1-or-16-2_4G-4WD-Crawler-Truck-RC-Car-Full-Proportional-Control-RTR-reviews-p1710589.html,US$53.99,US$3.78,https://www.banggood.com/WPL-C24-1-or-16-2_4G-4WD-Crawler-Truck-RC-Car-Full-Proportional-Control-RTR-p-1710589.html?p=4T181370308054202203&custlinkid=1794859
1712772,"HS 18323 1/18 2.4G 4WD 36km/h RC Car Model Proportional Control Big Foot Off Road Truck RTR Vehicle",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/F8/2F/d10f0a18-a70a-4382-8152-68989cc36375.jpg,https://www.banggood.com/HS-18323-1-or-18-2_4G-4WD-36km-or-h-RC-Car-Model-Proportional-Control-Big-Foot-Off-Road-Truck-RTR-Vehicle-reviews-p1712772.html,US$51.99,US$3.64,https://www.banggood.com/HS-18323-1-or-18-2_4G-4WD-36km-or-h-RC-Car-Model-Proportional-Control-Big-Foot-Off-Road-Truck-RTR-Vehicle-p-1712772.html?p=4T181370308054202203&custlinkid=1794860
1720320,"WPL D12 1/10 2.4G 2WD Military Truck Crawler Off Road RC Car Vehicle Models Toy",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/D4/D4/5453a41c-8c10-4468-afc5-13038b9ed852.jpg,https://www.banggood.com/WPL-D12-1-or-10-2_4G-2WD-Military-Truck-Crawler-Off-Road-RC-Car-Vehicle-Models-Toy-reviews-p1720320.html,US$50.99,US$3.57,https://www.banggood.com/WPL-D12-1-or-10-2_4G-2WD-Military-Truck-Crawler-Off-Road-RC-Car-Vehicle-Models-Toy-p-1720320.html?p=4T181370308054202203&custlinkid=1794861
1741375,"Eachine EAT08 1/14 All Terrain RC Car RTR Electric Vehicle with 2.4 GHz Remote Control LED Lights and Several Rechargeable Batteries Off Road RC Crawler 20+ Min Play Great Gifts for Boys Kids and Adults",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/54/8A/7e8cf6a1-025c-4ff3-ae54-692aef0a5578.jpg,https://www.banggood.com/Eachine-EAT08-1-or-14-All-Terrain-RC-Car-RTR-Electric-Vehicle-with-2_4-GHz-Remote-Control-LED-Lights-and-Several-Rechargeable-Batteries-Off-Road-RC-Crawler-20+-Min-Play-Great-Gifts-for-Boys-Kids-and-Adults-reviews-p1741375.html,"US$28.99 ~ US$32.99",US$2.03,https://www.banggood.com/Eachine-EAT08-1-or-14-All-Terrain-RC-Car-RTR-Electric-Vehicle-with-2_4-GHz-Remote-Control-LED-Lights-and-Several-Rechargeable-Batteries-Off-Road-RC-Crawler-20+-Min-Play-Great-Gifts-for-Boys-Kids-and-Adults-p-1741375.html?p=4T181370308054202203&custlinkid=1794862
1756976,"DGF1 1/10 RC Car Frame W/ Carbon Fiber Sponge Tire Kit For Racing Drift Car Without Battery Transmitter",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/DA/F8/ca434e6d-0cc8-45ad-aa7e-539e8fc61236.jpg,https://www.banggood.com/DGF1-1-or-10-RC-Car-Frame-W-or-Carbon-Fiber-Sponge-Tire-Kit-For-Racing-Drift-Car-Without-Battery-Transmitter-reviews-p1756976.html,"US$149.99 ~ US$161.99",US$10.5,https://www.banggood.com/DGF1-1-or-10-RC-Car-Frame-W-or-Carbon-Fiber-Sponge-Tire-Kit-For-Racing-Drift-Car-Without-Battery-Transmitter-p-1756976.html?p=4T181370308054202203&custlinkid=1794863
1757087,"Wltoys 124018 RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Off-Road Truck 2200mAh Vehicles Models Kids Toys",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/2F/A8/1df87eae-34ef-4fdc-9194-39906383cf2b.jpg,https://www.banggood.com/Wltoys-124018-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Truck-2200mAh-Vehicles-Models-Kids-Toys-reviews-p1757087.html,US$161.69,US$11.32,https://www.banggood.com/Wltoys-124018-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Truck-2200mAh-Vehicles-Models-Kids-Toys-p-1757087.html?p=4T181370308054202203&custlinkid=1794864
1757187,"Wltoys 124019 RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Off-Road Vehicles 2200mAh Models Kids Toys",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/FE/55/6254fe0a-66cb-4965-9934-c26343c3a38d.jpg,https://www.banggood.com/Wltoys-124019-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Vehicles-2200mAh-Models-Kids-Toys-reviews-p1757187.html,US$132.99,US$9.31,https://www.banggood.com/Wltoys-124019-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Vehicles-2200mAh-Models-Kids-Toys-p-1757187.html?p=4T181370308054202203&custlinkid=1794865
1765764,"Eachine EAT09 1/22 2.4G Remote Control Car Toy with Several Batteries High Speed 15-20 Km/h RC Off Road Crawler All Terrains 50+ Min Play Time RC Vehicle Electric Toy Car for Kids and Beginners",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/67/8C/36db7607-6e62-405b-8f83-9dff90976acc.jpg,https://www.banggood.com/Eachine-EAT09-1-or-22-2_4G-Remote-Control-Car-Toy-with-Several-Batteries-High-Speed-15-20-Km-or-h-RC-Off-Road-Crawler-All-Terrains-50+-Min-Play-Time-RC-Vehicle-Electric-Toy-Car-for-Kids-and-Beginners-reviews-p1765764.html,"US$28.99 ~ US$33.99",US$1.54,https://www.banggood.com/Eachine-EAT09-1-or-22-2_4G-Remote-Control-Car-Toy-with-Several-Batteries-High-Speed-15-20-Km-or-h-RC-Off-Road-Crawler-All-Terrains-50+-Min-Play-Time-RC-Vehicle-Electric-Toy-Car-for-Kids-and-Beginners-p-1765764.html?p=4T181370308054202203&custlinkid=1794866
1766600,"Wltoys 124019 Several 2200mAh Battery RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Vehicles Models Kids Toys",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/B1/BE/46e1a0f5-2a72-4f51-9663-1eaec0432f75.png,https://www.banggood.com/Wltoys-124019-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-reviews-p1766600.html,"US$154.99 ~ US$164.49",US$12.53,https://www.banggood.com/Wltoys-124019-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-p-1766600.html?p=4T181370308054202203&custlinkid=1794867
1779809,"Wltoys 124018 Several 2200mAh Battery RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Vehicles Models Kids Toys",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/00/A5/b8af8ac7-e467-4bae-ae5e-4d0e3104f31a.png,https://www.banggood.com/Wltoys-124018-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-reviews-p1779809.html,"US$114.99 ~ US$124.99",US$12.53,https://www.banggood.com/Wltoys-124018-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-p-1779809.html?p=4T181370308054202203&custlinkid=1794868
1787975,"EACHINE EC10 Stunt RC Car Double Sided 360° Rotation and Flip Remote Control Electric Drift RC Car High Speed Autos For Adults Kid",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/EA/1B/a6e8cc39-2ab8-4350-aefc-8feacddd6720.jpg,https://www.banggood.com/EACHINE-EC10-Stunt-RC-Car-Double-Sided-360-Rotation-and-Flip-Remote-Control-Electric-Drift-RC-Car-High-Speed-Autos-For-Adults-Kid-reviews-p1787975.html,"US$49.99 ~ US$52.99",US$1.61,https://www.banggood.com/EACHINE-EC10-Stunt-RC-Car-Double-Sided-360-Rotation-and-Flip-Remote-Control-Electric-Drift-RC-Car-High-Speed-Autos-For-Adults-Kid-p-1787975.html?p=4T181370308054202203&custlinkid=1794869
1791887,"SG 1603 RTR Several Battery 1/16 2.4G 4WD 30km/h RC Car LED Light Drift On-Road Proportional Vehicles Model",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/40/D0/4ad9cdc1-0792-42eb-af59-c035ee52f1c1.jpg,https://www.banggood.com/SG-1603-RTR-Several-Battery-1-or-16-2_4G-4WD-30km-or-h-RC-Car-LED-Light-Drift-On-Road-Proportional-Vehicles-Model-reviews-p1791887.html,"US$79.99 ~ US$87.99",US$9.14,https://www.banggood.com/SG-1603-RTR-Several-Battery-1-or-16-2_4G-4WD-30km-or-h-RC-Car-LED-Light-Drift-On-Road-Proportional-Vehicles-Model-p-1791887.html?p=4T181370308054202203&custlinkid=1794870
1820875,"Eachine EAT13 1/20 RC Car 2.4G 25km/h High Speed RTR Off-Road RC Vehicle Toy for Kids and Beginners",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/38/E7/1b408cb7-c433-45df-895c-f5f5b5e8dc51.jpg,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-reviews-p1820875.html,"US$18.19 ~ US$23.19",US$1.33,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-p-1820875.html?p=4T181370308054202203&custlinkid=1794871
1820883,"Eachine EAT13 1/20 RC Car with Two Batteries 2.4G 25km/h High Speed RTR Off-Road RC Vehicle Toy for Kids and Beginners",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/3F/20/927bd23e-01a2-4ee2-aa2a-3e576fa31dd4.jpg,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-with-Two-Batteries-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-reviews-p1820883.html,US$39.99,US$2.8,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-with-Two-Batteries-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-p-1820883.html?p=4T181370308054202203&custlinkid=1794872
